date,WILLLRGCAP,WILLSMLCAP,BAMLCC4A0710YTRIV,VIXCLS
2013-05-30,45654.8,69666.82,434.76,14.53
2013-05-31,45019.72,69049.34,433.09,16.3
2013-06-03,45264.31,69293.32,433.3,16.28
2013-06-04,45018.16,68741.14,432.62,16.27
2013-06-05,44410.15,67733.01,432.06,17.5
2013-06-06,44801.78,68515.74,432.26,16.63
2013-06-07,45370.49,69149.06,430.12,15.14
2013-06-10,45356.5,69442.27,428.45,15.44
2013-06-11,44897.45,68588.54,427.2,17.07
2013-06-12,44529.38,67983.22,426.39,18.59
2013-06-13,45193.9,69181.04,427.87,16.41
2013-06-14,44945.07,68668.05,430.16,17.15
2013-06-17,45279.82,69061.21,429.26,16.8
2013-06-18,45625.39,69833.9,428.36,16.61
2013-06-19,44995.03,68901.19,424.73,16.64
2013-06-20,43869.88,67111.81,418.59,20.49
2013-06-21,43966.39,67220.99,415.59,18.9
2013-06-24,43434.21,66386.71,412.36,20.11
2013-06-25,43856.49,67187.87,411.98,18.47
2013-06-26,44289.25,67459.77,414.19,17.21
2013-06-27,44589.06,68594.59,416.89,16.86
2013-06-28,44419.17,68470.07,417.23,16.86
2013-07-01,44753.3,69415.15,417.59,16.37
2013-07-02,44661.13,69401.66,418.66,16.44
2013-07-03,44693.93,69437.94,417.52,16.2
2013-07-04,44693.93,69437.94,417.57,16.2
2013-07-05,45137.82,70427.17,411.98,14.89
2013-07-08,45379.59,70650.64,414.08,14.78
2013-07-09,45721.02,71307.74,415.2,14.35
2013-07-10,45727.5,71445.54,414.07,14.21
2013-07-11,46358.83,72341.16,417.37,14.01
2013-07-12,46495.29,72610.11,416.97,13.84
2013-07-15,46569.12,72976.24,418.7,13.79
2013-07-16,46390.42,72582.97,419.82,14.42
2013-07-17,46531.76,72893.02,421.37,13.78
2013-07-18,46777.15,73489.23,421.03,13.77
2013-07-19,46837.38,73462.05,422.67,12.54
2013-07-22,46942.76,73720.09,423.29,12.29
2013-07-23,46871.15,73655.39,422.91,12.66
2013-07-24,46689.82,73055.47,420.78,13.18
2013-07-25,46842.12,73628.91,420.01,12.97
2013-07-26,46878.61,73313.37,421.18,12.72
2013-07-29,46716.34,72856.96,420.6,13.39
2013-07-30,46751.85,73073.7,420.25,13.39
2013-07-31,46754.9,73247.68,420.11,13.45
2013-08-01,47357.97,74375.37,417.12,12.94
2013-08-02,47431.5,74347.54,420.11,11.98
2013-08-05,47369.62,74540.17,419.32,11.84
2013-08-06,47084.97,73741.56,419.2,12.72
2013-08-07,46914.36,73190.61,420.07,12.98
2013-08-08,47113.73,73608.78,420.72,12.73
2013-08-09,46969.75,73570.22,420.77,13.41
2013-08-12,46929.64,73813.45,420.16,12.81
2013-08-13,47040.58,73666.38,417.27,12.31
2013-08-14,46808.96,73380.55,417.26,13.04
2013-08-15,46147.37,72062.42,415.65,14.73
2013-08-16,45996.77,71806.53,413.71,14.37
2013-08-19,45723.01,71092.64,411.82,15.1
2013-08-20,45922.45,72110.04,413.26,14.91
2013-08-21,45656.5,71707.38,411.97,15.94
2013-08-22,46050.81,72658.18,410.75,14.76
2013-08-23,46252.12,72833.95,413.13,13.98
2013-08-26,46077.82,72866.92,413.7,14.99
2013-08-27,45339.88,71185.34,415.72,16.77
2013-08-28,45470.35,71373.06,414.11,16.49
2013-08-29,45579.54,71941.5,414.95,16.81
2013-08-30,45421.26,70913.7,414.95,17.01
2013-09-02,45421.26,70913.7,415.11,17.01
2013-09-03,45598.23,71185.64,412.55,16.61
2013-09-04,45973.52,71853.99,411.39,15.88
2013-09-05,46032.56,72067.38,409.01,15.77
2013-09-06,46059.89,72148.43,410.12,15.85
2013-09-09,46543.28,73209.06,411.27,15.63
2013-09-10,46888.89,73831.47,409.82,14.53
2013-09-11,47034.67,73853.25,410.93,13.82
2013-09-12,46893.82,73424.91,411.53,14.29
2013-09-13,47014.84,73773.67,411.84,14.16
2013-09-16,47265.28,74030.56,413.02,14.38
2013-09-17,47479.87,74661.88,413.55,14.53
2013-09-18,48049.29,75403.38,417.43,13.59
2013-09-19,47973.61,75309.73,417.8,13.16
2013-09-20,47621.28,74975.88,418.28,13.12
2013-09-23,47403.59,74793.69,418.73,14.31
2013-09-24,47301.58,74960.35,420.35,14.08
2013-09-25,47189.69,74987.14,421.41,14.01
2013-09-26,47376.6,75360.36,420.71,14.06
2013-09-27,47190.28,75097.58,421.07,15.46
2013-09-30,46912.35,75028.1,420.7,16.6
2013-10-01,47315.01,76043.96,420.22,15.54
2013-10-02,47288.87,75804.22,421.14,16.6
2013-10-03,46861.26,75083.93,421.85,17.67
2013-10-04,47193.89,75581.12,420.92,16.74
2013-10-07,46791.93,74758.6,421.58,19.41
2013-10-08,46208.24,73553.57,421.63,20.34
2013-10-09,46223.69,73201.33,421.44,19.6
2013-10-10,47239.51,74951.43,421.08,16.48
2013-10-11,47539.24,75860.34,421.65,15.72
2013-10-14,47729.55,76274.38,421.8,16.07
2013-10-15,47400.03,75561.3,421.16,18.66
2013-10-16,48059.11,76444.16,422.96,14.71
2013-10-17,48394.95,77124.01,425.66,13.48
2013-10-18,48713.83,77832.44,426.4,13.04
2013-10-21,48716.44,77730.11,426.23,13.16
2013-10-22,48981.78,78068.67,428.96,13.33
2013-10-23,48741.75,77816.99,429.79,13.42
2013-10-24,48903.51,78325.09,428.91,13.2
2013-10-25,49104.86,78485.67,429.38,13.09
2013-10-28,49156.7,78484.43,429.29,13.31
2013-10-29,49419.84,78729.67,429.68,13.41
2013-10-30,49170.44,77835.12,429.43,13.65
2013-10-31,48999.03,77499.19,429.11,13.75
2013-11-01,49150.2,77346.4,427.1,13.28
2013-11-04,49327.68,78240.93,427.55,12.93
2013-11-05,49191.54,77854.31,425.75,13.27
2013-11-06,49405.2,77543.4,426.36,12.67
2013-11-07,48733.58,76165.59,427.15,13.91
2013-11-08,48733.58,76165.59,423.3,12.9
2013-11-11,49416.32,77706.8,423.45,12.53
2013-11-12,49310.62,77665.75,422.47,12.82
2013-11-13,49736.85,78495.07,423.66,12.52
2013-11-14,49972.66,78634.82,425.26,12.37
2013-11-15,50181.71,78964.34,425.38,12.19
2013-11-18,49966.2,78326.61,426.27,13.1
2013-11-19,49855.54,77837.73,425.5,13.39
2013-11-20,49674.53,77738.24,423.64,13.4
2013-11-21,50093.22,78959.56,423.89,12.66
2013-11-22,50335.89,79247.42,425.02,12.26
2013-11-25,50264.87,79199.37,425.71,12.79
2013-11-26,50285.95,79682.33,427.03,12.81
2013-11-27,50423.63,80102.29,426.11,12.98
2013-11-28,50423.63,80102.29,426.16,12.98
2013-11-29,50382.74,80151.42,426.11,13.7
2013-12-02,50265.03,79437.23,424.68,14.23
2013-12-03,50112.28,79088.12,425.38,14.55
2013-12-04,50075.49,78964.33,423.66,14.7
2013-12-05,49872.28,78995.97,423.23,15.08
2013-12-06,50411.62,79559.48,422.91,13.79
2013-12-09,50510.58,79522.48,423.88,13.49
2013-12-10,50359.29,78990.83,425.95,13.91
2013-12-11,49785.12,77666.51,424.98,15.42
2013-12-12,49625.63,77782.33,424.24,15.54
2013-12-13,49640.68,78049.82,424.73,15.76
2013-12-16,49945.72,78823.03,424.98,16.03
2013-12-17,49804.11,78794.38,426.18,16.21
2013-12-18,50608.64,79800.77,425.53,13.8
2013-12-19,50567.53,79280.09,425.0,14.15
2013-12-20,50826.6,80527.97,426.3,13.79
2013-12-23,51109.51,81241.09,425.5,13.04
2013-12-24,51270.58,81575.4,424.22,12.48
2013-12-25,51270.58,81575.4,424.22,12.48
2013-12-26,51506.59,81644.12,424.17,12.33
2013-12-27,51494.77,81596.65,424.03,12.46
2013-12-30,51492.73,81626.1,425.28,13.56
2013-12-31,51708.28,81855.82,424.67,13.72
2014-01-01,51708.28,81855.82,424.67,13.72
2014-01-02,51256.72,81064.79,425.53,14.23
2014-01-03,51244.53,81430.72,425.54,13.76
2014-01-06,51118.17,80827.07,426.75,13.55
2014-01-07,51440.82,81501.83,427.54,12.92
2014-01-08,51448.22,81545.21,425.91,12.87
2014-01-09,51463.6,81663.63,426.72,12.89
2014-01-10,51590.78,82225.42,429.53,12.14
2014-01-13,50955.32,81115.79,430.65,13.28
2014-01-14,51509.13,82128.86,429.54,12.28
2014-01-15,51776.74,82626.08,429.28,12.28
2014-01-16,51726.91,82623.61,430.43,12.53
2014-01-17,51523.83,82305.76,430.93,12.44
2014-01-20,51523.83,82305.76,431.08,12.44
2014-01-21,51673.41,82780.8,431.19,12.87
2014-01-22,51722.43,83173.74,430.15,12.84
2014-01-23,51278.1,82581.63,431.94,13.77
2014-01-24,50202.03,80609.26,431.94,18.14
2014-01-27,49943.71,79579.3,430.9,17.42
2014-01-28,50262.54,80339.19,431.56,15.8
2014-01-29,49764.56,79278.28,433.28,17.35
2014-01-30,50325.29,80392.46,432.69,17.29
2014-01-31,50011.63,79938.88,433.2,18.41
2014-02-03,48853.42,77391.24,435.41,21.44
2014-02-04,49226.4,78059.38,434.45,19.11
2014-02-05,49146.72,77571.93,433.59,19.95
2014-02-06,49786.62,78324.38,433.13,17.23
2014-02-07,50430.21,79169.09,434.29,15.29
2014-02-10,50518.52,79340.89,434.54,15.26
2014-02-11,51075.02,80111.33,433.94,14.51
2014-02-12,51100.43,80396.72,432.97,14.3
2014-02-13,51416.01,81340.68,434.62,14.14
2014-02-14,51658.18,81550.24,434.61,13.57
2014-02-17,51658.18,81550.24,434.75,13.57
2014-02-18,51736.74,82286.98,435.44,13.87
2014-02-19,51404.65,81556.63,435.1,15.5
2014-02-20,51731.32,82348.08,434.67,14.79
2014-02-21,51645.53,82531.82,435.38,14.68
2014-02-24,51955.14,83205.28,435.38,14.23
2014-02-25,51890.53,83205.78,437.02,13.67
2014-02-26,51901.65,83718.65,437.94,14.35
2014-02-27,52161.23,84165.37,439.01,14.04
2014-02-28,52293.88,84060.84,439.02,14.0
2014-03-03,51914.87,83572.73,440.23,16.0
2014-03-04,52707.03,85518.15,438.32,14.1
2014-03-05,52708.75,85363.9,438.34,13.89
2014-03-06,52812.08,85399.78,437.36,14.21
2014-03-07,52838.97,85343.3,435.77,14.11
2014-03-10,52796.02,85122.34,435.93,14.2
2014-03-11,52535.85,84193.9,436.46,14.8
2014-03-12,52577.88,84451.19,437.16,14.47
2014-03-13,51977.29,83477.43,439.03,16.22
2014-03-14,51856.41,83792.71,438.82,17.82
2014-03-17,52333.57,84262.58,437.74,15.64
2014-03-18,52718.88,85261.04,438.65,14.52
2014-03-19,52390.8,84697.91,436.62,15.12
2014-03-20,52699.0,84954.46,436.5,14.52
2014-03-21,52549.98,84765.29,437.44,15.0
2014-03-24,52288.31,83843.07,438.04,15.09
2014-03-25,52501.11,83880.45,438.31,14.02
2014-03-26,52105.61,82549.07,439.6,14.93
2014-03-27,52033.37,82362.02,440.61,14.62
2014-03-28,52278.76,82544.36,439.81,14.41
2014-03-31,52716.38,83963.05,439.9,13.88
2014-04-01,53115.11,84972.15,439.45,13.1
2014-04-02,53260.27,85303.71,438.62,13.09
2014-04-03,53172.59,84692.88,439.09,13.37
2014-04-04,52493.22,83022.16,441.21,13.96
2014-04-07,51908.5,81744.9,442.26,15.57
2014-04-08,52136.16,82337.18,442.79,14.89
2014-04-09,52714.84,83326.72,442.86,13.82
2014-04-10,51604.61,81267.23,444.69,15.89
2014-04-11,51104.67,80144.74,444.83,17.03
2014-04-14,51493.33,80457.95,444.37,16.11
2014-04-15,51838.18,80781.87,444.72,15.61
2014-04-16,52405.48,81651.96,444.54,14.18
2014-04-17,52481.3,82014.23,442.73,13.36
2014-04-18,52481.3,82014.23,442.73,13.36
2014-04-21,52680.59,82320.89,442.78,13.25
2014-04-22,52917.06,83159.13,442.82,13.19
2014-04-23,52794.05,82727.84,444.0,13.27
2014-04-24,52876.95,82612.92,444.05,13.32
2014-04-25,52425.39,81320.94,444.49,14.06
2014-04-28,52573.4,80945.24,444.31,13.97
2014-04-29,52836.68,81218.08,444.02,13.71
2014-04-30,53003.95,81680.33,445.46,13.41
2014-05-01,53030.83,81676.62,446.85,13.25
2014-05-02,52968.59,81922.72,447.39,12.91
2014-05-05,53065.26,81761.34,447.04,13.29
2014-05-06,52583.83,80723.85,447.72,13.8
2014-05-07,52903.17,80816.22,448.07,13.4
2014-05-08,52821.76,80125.93,448.93,13.43
2014-05-09,52914.59,80582.12,448.34,12.92
2014-05-12,53434.85,82259.38,447.03,12.23
2014-05-13,53463.53,81614.41,448.45,12.13
2014-05-14,53222.77,80542.79,450.65,12.17
2014-05-15,52742.55,79951.56,451.76,13.17
2014-05-16,52935.43,80410.52,451.2,12.44
2014-05-19,53148.57,81127.28,450.96,12.42
2014-05-20,52795.91,80053.62,451.75,12.96
2014-05-21,53222.26,80428.53,451.06,11.91
2014-05-22,53362.81,81007.51,450.53,12.03
2014-05-23,53588.81,81767.77,451.25,11.36
2014-05-26,53588.81,81767.77,451.39,11.36
2014-05-27,53915.84,82695.75,452.03,11.51
2014-05-28,53862.92,82368.39,454.48,11.68
2014-05-29,54159.58,82656.08,454.54,11.57
2014-05-30,54248.27,82351.81,454.31,11.4
2014-06-02,54306.89,82196.79,452.28,11.58
2014-06-03,54288.55,82082.71,450.65,11.87
2014-06-04,54403.66,82519.66,450.3,12.08
2014-06-05,54763.31,83929.78,451.09,11.68
2014-06-06,55022.31,84630.87,451.42,10.73
2014-06-09,55075.41,85231.48,451.45,11.15
2014-06-10,55053.67,85048.73,451.0,10.99
2014-06-11,54867.54,84664.65,450.76,11.6
2014-06-12,54487.73,84174.87,452.22,12.56
2014-06-13,54662.86,84379.2,451.65,12.18
2014-06-16,54688.96,84579.26,451.8,12.65
2014-06-17,54823.95,85280.25,450.26,12.06
2014-06-18,55240.39,85727.83,451.52,10.61
2014-06-19,55318.68,85840.27,451.78,10.62
2014-06-20,55421.74,86122.18,451.83,10.85
2014-06-23,55424.77,85933.57,452.29,10.98
2014-06-24,55062.01,85129.94,453.48,12.13
2014-06-25,55337.21,85765.63,454.27,11.59
2014-06-26,55285.95,85670.56,455.23,11.63
2014-06-27,55413.04,86236.18,454.96,11.26
2014-06-30,55412.43,86526.63,455.4,11.57
2014-07-01,55784.91,87341.6,454.06,11.15
2014-07-02,55792.81,86969.09,452.41,10.82
2014-07-03,56087.75,87508.52,451.94,10.32
2014-07-04,56087.75,87508.52,451.99,10.32
2014-07-07,55856.41,86250.8,453.07,11.33
2014-07-08,55468.11,85317.73,454.58,11.98
2014-07-09,55728.28,85494.76,455.08,11.65
2014-07-10,55506.24,84843.54,455.27,12.59
2014-07-11,55588.86,84713.92,455.65,12.08
2014-07-14,55857.49,85069.91,454.98,11.82
2014-07-15,55756.87,84414.43,455.08,11.96
2014-07-16,55994.07,84355.22,455.43,11.0
2014-07-17,55347.41,83205.61,456.98,14.54
2014-07-18,55918.06,84337.66,456.52,12.06
2014-07-21,55788.87,83997.72,456.73,12.81
2014-07-22,56066.42,84624.88,457.0,12.24
2014-07-23,56168.91,84729.36,457.19,11.52
2014-07-24,56200.72,84633.96,455.99,11.84
2014-07-25,55932.0,83989.25,457.02,12.69
2014-07-28,55939.22,83658.61,456.42,12.56
2014-07-29,55693.71,83584.89,457.22,13.28
2014-07-30,55714.9,83808.31,454.64,13.33
2014-07-31,54615.2,81981.11,454.29,16.95
2014-08-01,54464.32,81664.59,455.15,17.03
2014-08-04,54854.27,82303.27,455.7,15.12
2014-08-05,54337.14,82050.58,455.76,16.87
2014-08-06,54340.48,82233.0,455.59,16.37
2014-08-07,54058.5,81927.32,456.9,16.66
2014-08-08,54668.81,82731.55,456.97,15.77
2014-08-11,54840.13,83385.94,457.14,14.23
2014-08-12,54747.33,82843.78,456.7,14.13
2014-08-13,55133.16,83491.29,457.76,12.9
2014-08-14,55370.76,83702.24,458.59,12.42
2014-08-15,55370.69,83602.88,460.25,13.15
2014-08-18,55847.86,84768.75,459.28,12.32
2014-08-19,56127.98,85103.47,458.9,12.21
2014-08-20,56271.45,84987.17,458.41,11.78
2014-08-21,56435.84,85137.87,459.22,11.76
2014-08-22,56335.58,85116.16,459.43,11.47
2014-08-25,56608.89,85421.62,460.12,11.7
2014-08-26,56668.46,85980.79,460.39,11.63
2014-08-27,56682.21,85822.53,461.45,11.78
2014-08-28,56595.92,85451.26,462.17,12.05
2014-08-29,56794.93,85978.64,461.84,11.98
2014-09-01,56794.93,85978.64,461.94,11.98
2014-09-02,56783.79,86291.22,459.88,12.25
2014-09-03,56737.49,85885.1,460.33,12.36
2014-09-04,56652.04,85527.17,459.23,12.64
2014-09-05,56939.03,85807.36,458.86,12.09
2014-09-08,56781.34,85843.91,458.63,12.66
2014-09-09,56402.8,84975.84,457.57,13.5
2014-09-10,56602.05,85259.24,456.21,12.88
2014-09-11,56674.89,85768.08,456.2,12.8
2014-09-12,56332.64,84917.89,453.75,13.31
2014-09-15,56262.08,84107.97,454.3,14.12
2014-09-16,56682.78,84521.41,454.18,12.73
2014-09-17,56756.55,84713.06,454.0,12.65
2014-09-18,57021.51,85032.68,453.29,12.03
2014-09-19,56982.44,84261.94,454.53,12.11
2014-09-22,56487.27,83028.76,455.23,13.69
2014-09-23,56168.3,82270.47,455.96,14.93
2014-09-24,56597.27,82843.97,454.88,13.27
2014-09-25,55691.45,81647.95,456.05,15.64
2014-09-26,56177.22,82302.59,454.7,14.85
2014-09-29,56040.8,82214.9,455.34,15.98
2014-09-30,55878.91,81168.81,454.77,16.31
2014-10-01,55135.31,80043.14,457.58,16.71
2014-10-02,55150.61,80562.96,456.63,16.16
2014-10-03,55761.13,81157.86,456.63,14.55
2014-10-06,55677.09,80605.56,457.77,15.46
2014-10-07,54834.26,79334.65,459.92,17.2
2014-10-08,55774.56,80672.32,460.22,15.11
2014-10-09,54627.54,78696.65,460.52,18.76
2014-10-10,53990.34,77491.92,460.6,21.24
2014-10-13,53105.62,76928.41,460.75,24.64
2014-10-14,53217.12,77728.67,463.44,22.79
2014-10-15,52818.72,78176.66,465.53,26.25
2014-10-16,52863.58,79120.93,463.36,25.2
2014-10-17,53541.0,79200.86,462.59,21.99
2014-10-20,54031.3,80107.36,463.35,18.57
2014-10-21,55096.28,81666.27,463.03,16.08
2014-10-22,54690.57,80636.17,462.6,17.87
2014-10-23,55361.37,83724.84,461.3,16.53
2014-10-24,55753.29,82113.73,461.61,16.11
2014-10-27,55671.65,81984.93,462.18,16.04
2014-10-28,56336.19,83924.7,461.53,14.39
2014-10-29,56255.67,83732.38,460.55,15.15
2014-10-30,56601.38,84170.93,460.93,14.52
2014-10-31,57272.89,85387.51,460.42,14.03
2014-11-03,57286.05,85276.17,459.91,14.73
2014-11-04,57115.91,84853.49,459.75,14.89
2014-11-05,57437.36,85000.7,459.57,14.17
2014-11-06,57687.92,85392.49,458.8,13.67
2014-11-07,57721.86,85410.67,460.23,13.12
2014-11-10,57904.43,85743.68,459.18,12.67
2014-11-11,57942.82,85719.18,459.23,12.92
2014-11-12,57922.55,86129.96,459.16,13.02
2014-11-13,57957.9,85481.27,459.54,13.79
2014-11-14,57982.63,85569.5,459.57,13.31
2014-11-17,58014.19,85078.49,458.64,13.99
2014-11-18,58322.21,85550.3,458.83,13.86
2014-11-19,58239.45,84868.99,457.78,13.96
2014-11-20,58366.92,85710.01,458.44,13.58
2014-11-21,58669.73,85960.41,459.43,12.9
2014-11-24,58842.27,86834.1,460.07,12.62
2014-11-25,58785.57,86836.17,461.66,12.25
2014-11-26,58968.27,87043.42,462.52,12.07
2014-11-27,58968.27,87043.42,462.57,12.07
2014-11-28,58822.98,85950.81,463.58,13.33
2014-12-01,58396.4,84584.3,462.38,14.29
2014-12-02,58752.46,85354.09,460.39,12.85
2014-12-03,58995.04,86154.54,460.17,12.47
2014-12-04,58927.67,85821.01,461.09,12.38
2014-12-05,59031.44,86271.57,459.68,11.82
2014-12-08,58596.24,85321.06,460.69,14.21
2014-12-09,58575.93,86417.68,460.95,14.89
2014-12-10,57625.14,84582.44,461.7,18.53
2014-12-11,57910.14,84907.87,461.08,20.08
2014-12-12,56984.87,83835.29,462.16,21.08
2014-12-15,56613.97,83019.57,460.86,20.42
2014-12-16,56132.4,82838.63,460.6,23.57
2014-12-17,57283.33,85124.0,459.01,19.44
2014-12-18,58650.71,86435.11,458.83,16.81
2014-12-19,58913.45,86762.95,460.11,16.49
2014-12-22,59149.45,87226.11,461.02,15.25
2014-12-23,59270.13,87430.16,458.75,14.8
2014-12-24,59270.84,87643.03,458.7,14.37
2014-12-25,59270.84,87643.03,458.7,14.37
2014-12-26,59475.07,88137.78,459.08,14.5
2014-12-29,59543.32,88500.74,460.44,15.06
2014-12-30,59267.28,88127.86,460.9,15.92
2014-12-31,58663.3,87423.33,461.44,19.2
2015-01-01,58663.3,87423.33,461.44,19.2
2015-01-02,58663.18,87131.38,462.91,17.79
2015-01-05,57602.93,85812.54,464.62,19.92
2015-01-06,57094.22,84563.26,466.13,21.12
2015-01-07,57771.85,85606.86,466.63,19.31
2015-01-08,58800.44,87005.68,465.45,17.01
2015-01-09,58303.61,86296.39,466.73,17.55
2015-01-12,57850.58,85888.34,468.14,19.6
2015-01-13,57729.32,85908.87,468.47,20.56
2015-01-14,57396.5,85626.73,469.63,21.48
2015-01-15,56874.76,84231.87,471.29,22.39
2015-01-16,57628.91,85569.73,471.29,20.95
2015-01-19,57628.91,85569.73,469.89,20.95
2015-01-20,57728.68,85067.35,470.29,19.89
2015-01-21,58012.54,85064.77,469.35,18.85
2015-01-22,58911.09,86751.61,468.77,16.4
2015-01-23,58596.39,86556.31,471.55,16.66
2015-01-26,58796.57,87423.62,471.71,15.52
2015-01-27,58022.85,87007.69,471.75,17.22
2015-01-28,57244.75,85701.82,474.72,20.44
2015-01-29,57782.61,86598.83,473.66,18.76
2015-01-30,57034.64,85071.0,475.56,20.97
2015-02-02,57749.86,85914.75,475.94,19.43
2015-02-03,58574.78,87551.19,473.51,17.33
2015-02-04,58369.52,87135.27,473.55,18.33
2015-02-05,58993.11,88292.62,473.5,16.85
2015-02-06,58802.3,88057.6,470.72,17.29
2015-02-09,58549.53,87507.21,470.84,18.55
2015-02-10,59172.72,87995.53,469.83,17.23
2015-02-11,59193.04,87893.04,469.83,16.96
2015-02-12,59774.63,89004.86,470.45,15.34
2015-02-13,60023.87,89461.89,469.66,14.69
2015-02-16,60023.87,89461.89,469.8,14.69
2015-02-17,60104.32,89626.8,466.66,15.8
2015-02-18,60111.06,89898.37,469.63,15.45
2015-02-19,60052.14,89851.53,468.63,15.29
2015-02-20,60441.97,90284.38,468.29,14.3
2015-02-23,60415.99,90278.61,470.54,14.56
2015-02-24,60566.94,90376.36,473.19,13.69
2015-02-25,60548.79,90470.25,473.79,13.84
2015-02-26,60444.32,90573.0,472.75,13.91
2015-02-27,60264.25,90216.78,473.16,13.34
2015-03-02,60634.26,90856.34,470.99,13.04
2015-03-03,60380.14,90359.33,470.14,13.86
2015-03-04,60114.41,90007.53,470.19,14.23
2015-03-05,60194.19,90152.13,470.55,14.04
2015-03-06,59357.42,88968.94,467.04,15.2
2015-03-09,59593.22,89330.78,468.23,15.06
2015-03-10,58607.99,88290.0,469.82,16.69
2015-03-11,58529.01,88869.45,469.94,16.87
2015-03-12,59268.1,90180.67,470.12,15.42
2015-03-13,58928.77,89748.74,469.16,16.0
2015-03-16,59697.1,90375.63,469.23,15.61
2015-03-17,59532.61,90500.96,469.54,15.66
2015-03-18,60243.26,91321.52,472.57,13.97
2015-03-19,59965.89,91351.94,472.07,14.07
2015-03-20,60501.99,92268.94,473.65,13.02
2015-03-23,60380.49,92197.08,474.57,13.41
2015-03-24,60020.0,91990.2,475.74,13.62
2015-03-25,59148.64,90160.36,474.62,15.44
2015-03-26,59000.22,89962.27,472.05,15.8
2015-03-27,59168.77,90472.21,473.8,15.07
2015-03-30,59907.58,91683.08,473.94,14.51
2015-03-31,59409.04,91370.16,474.93,15.29
2015-04-01,59186.4,91284.56,477.02,15.11
2015-04-02,59399.58,91629.08,476.22,14.67
2015-04-03,59399.58,91629.08,476.22,14.67
2015-04-06,59782.79,92197.02,476.6,14.74
2015-04-07,59636.34,91612.76,477.33,14.78
2015-04-08,59810.01,92125.11,477.72,13.98
2015-04-09,60053.29,91857.13,476.16,13.09
2015-04-10,60356.46,92204.0,476.49,12.58
2015-04-13,60089.09,92165.69,477.07,13.94
2015-04-14,60176.87,92264.14,478.13,13.67
2015-04-15,60474.37,92926.81,478.42,12.84
2015-04-16,60443.05,92741.86,479.04,12.6
2015-04-17,59760.74,91416.09,479.74,13.89
2015-04-20,60310.15,92212.26,478.61,13.3
2015-04-21,60232.06,92118.09,478.16,13.25
2015-04-22,60536.56,92296.6,476.64,12.71
2015-04-23,60682.37,92775.68,477.57,12.48
2015-04-24,60820.56,92486.69,478.44,12.29
2015-04-27,60563.6,91622.28,478.65,13.12
2015-04-28,60726.35,92089.86,476.97,12.41
2015-04-29,60506.1,91360.32,474.74,13.39
2015-04-30,59891.06,89781.9,474.2,14.55
2015-05-01,60511.33,90406.21,472.04,12.7
2015-05-04,60692.02,90765.34,471.77,12.85
2015-05-05,59965.03,89509.23,470.42,14.31
2015-05-06,59739.06,89681.85,468.76,15.15
2015-05-07,59989.98,90011.01,470.05,15.13
2015-05-08,60777.66,90749.08,471.11,12.86
2015-05-11,60483.56,90739.3,467.87,13.85
2015-05-12,60320.26,90596.14,467.96,13.86
2015-05-13,60315.46,90540.64,467.67,13.76
2015-05-14,60960.79,91420.28,468.8,12.74
2015-05-15,61023.49,91376.2,471.98,12.38
2015-05-18,61218.9,92214.94,469.72,12.73
2015-05-19,61182.69,92060.13,468.56,12.85
2015-05-20,61134.68,92116.62,468.68,12.88
2015-05-21,61283.25,92120.42,470.37,12.11
2015-05-22,61149.34,91866.95,469.18,12.13
2015-05-25,61149.34,91866.95,469.18,12.13
2015-05-26,60540.09,90835.84,471.95,14.06
2015-05-27,61097.6,91788.53,471.69,13.27
2015-05-28,61026.76,91678.56,471.69,13.31
2015-05-29,60648.79,91188.04,472.52,13.84
2015-06-01,60776.8,91385.87,469.47,13.97
2015-06-02,60711.17,91602.23,467.09,14.24
2015-06-03,60854.69,92286.77,464.32,13.66
2015-06-04,60340.2,91397.79,465.77,14.71
2015-06-05,60275.61,91898.85,463.09,14.21
2015-06-08,59889.4,91362.82,463.65,15.29
2015-06-09,59901.41,91140.84,462.29,14.47
2015-06-10,60603.15,92256.81,460.45,13.22
2015-06-11,60746.45,92460.78,463.01,12.85
2015-06-12,60341.95,92126.27,462.92,13.78
2015-06-15,60047.87,91766.38,463.43,15.39
2015-06-16,60394.17,92286.45,464.23,14.81
2015-06-17,60518.59,92260.55,464.62,14.5
2015-06-18,61118.18,93235.22,463.33,13.19
2015-06-19,60797.6,93159.06,465.69,13.96
2015-06-22,61159.52,93618.23,463.17,12.74
2015-06-23,61210.73,93864.57,461.97,12.11
2015-06-24,60751.42,93003.23,462.92,13.26
2015-06-25,60551.87,92806.59,462.26,14.01
2015-06-26,60551.24,92740.39,459.8,14.02
2015-06-29,59304.73,90540.18,463.43,18.85
2015-06-30,59472.19,90946.37,463.41,18.23
2015-07-01,59891.93,91179.75,461.4,16.09
2015-07-02,59866.63,90801.94,462.33,16.79
2015-07-03,59866.63,90801.94,462.38,16.79
2015-07-06,59648.52,90563.8,465.62,17.01
2015-07-07,60007.98,90798.86,466.67,16.09
2015-07-08,59023.9,89412.45,467.01,19.66
2015-07-09,59160.03,89670.0,464.18,19.97
2015-07-10,59881.11,90787.03,461.08,16.83
2015-07-13,60548.7,91670.34,460.92,13.9
2015-07-14,60821.04,92132.57,461.66,13.37
2015-07-15,60769.12,91498.24,463.03,13.23
2015-07-16,61255.71,91987.99,462.95,12.11
2015-07-17,61318.8,91406.89,463.15,11.95
2015-07-20,61355.52,91035.34,462.31,12.25
